key,flaming,smoldering,residual,total
wf;activity;western;fall;group-1;moderate;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moist;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;wet;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very wet;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-2;very dry;very dry;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very dry;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very dry;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very dry;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very dry;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very dry;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;dry;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moderate;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;moist;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;wet;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;very dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;dry,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;moderate,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;moist,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;very dry;very wet;very wet,[44798514.98875097],[26679929.29390138],[7330971.36741974],[78809415.6500721]
wf;activity;western;fall;group-2;dry;very dry;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;very dry;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;very dry;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;very dry;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;very dry;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;very dry;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;dry;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moderate;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;moist;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;wet;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;wet;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;wet;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;wet;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;fall;group-2;dry;wet;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
