key,flaming,smoldering,residual,total
wf;activity;western;summer;group-2;dry;wet;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;very dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;dry,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;moderate,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;moist,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;dry;very wet;very wet,[44798514.98875097],[26644408.62039395],[7270490.22063681],[78713413.82978173]
wf;activity;western;summer;group-2;moderate;very dry;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very dry;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very dry;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very dry;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very dry;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very dry;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;dry;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moderate;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;moist;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;wet;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;very dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;dry,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;moderate,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;moist,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moderate;very wet;very wet,[44798514.98875097],[26476520.48898073],[6984626.64552781],[78259662.12325951]
wf;activity;western;summer;group-2;moist;very dry;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very dry;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very dry;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very dry;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very dry;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very dry;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;dry;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moderate;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;moist;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;wet;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;very dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;dry,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;moderate,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;moist,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;moist;very wet;very wet,[44798514.98875097],[26400115.74154601],[6854532.07557141],[78053162.8058684]
wf;activity;western;summer;group-2;wet;very dry;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very dry;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very dry;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very dry;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very dry;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very dry;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;dry;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moderate;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;moist;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;wet;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;very dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;dry,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;moderate,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;moist,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;wet;very wet;very wet,[44798514.98875097],[26313489.97562948],[6707034.14982164],[77819039.1142021]
wf;activity;western;summer;group-2;very wet;very dry;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very dry;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very dry;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very dry;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very dry;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very dry;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;dry;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moderate;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;moist;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;wet;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;very dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;dry,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;moderate,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;moist,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;summer;group-2;very wet;very wet;very wet,[43855469.91562963],[19625576.35512047],[4673493.16991532],[68154539.44066542]
wf;activity;western;fall;group-1;very dry;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;very dry;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;dry;very wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;dry;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moderate;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;moist;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;moist,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;wet;very wet,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very wet;very dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very wet;dry,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very wet;moderate,[0.],[0.],[0.],[0.]
wf;activity;western;fall;group-1;moderate;very wet;moist,[0.],[0.],[0.],[0.]
