key,flaming,smoldering,residual,total
group-1;very dry;very dry;very dry,0.0,0.0,0.0,0.0
group-1;very dry;very dry;dry,0.0,0.0,0.0,0.0
group-1;very dry;very dry;moderate,0.0,0.0,0.0,0.0
group-1;very dry;very dry;moist,0.0,0.0,0.0,0.0
group-1;very dry;very dry;wet,0.0,0.0,0.0,0.0
group-1;very dry;very dry;very wet,0.0,0.0,0.0,0.0
group-1;very dry;dry;very dry,0.0,0.0,0.0,0.0
group-1;very dry;dry;dry,0.0,0.0,0.0,0.0
group-1;very dry;dry;moderate,0.0,0.0,0.0,0.0
group-1;very dry;dry;moist,0.0,0.0,0.0,0.0
group-1;very dry;dry;wet,0.0,0.0,0.0,0.0
group-1;very dry;dry;very wet,0.0,0.0,0.0,0.0
group-1;very dry;moderate;very dry,0.0,0.0,0.0,0.0
group-1;very dry;moderate;dry,0.0,0.0,0.0,0.0
group-1;very dry;moderate;moderate,0.0,0.0,0.0,0.0
group-1;very dry;moderate;moist,0.0,0.0,0.0,0.0
group-1;very dry;moderate;wet,0.0,0.0,0.0,0.0
group-1;very dry;moderate;very wet,0.0,0.0,0.0,0.0
group-1;very dry;moist;very dry,0.0,0.0,0.0,0.0
group-1;very dry;moist;dry,0.0,0.0,0.0,0.0
group-1;very dry;moist;moderate,0.0,0.0,0.0,0.0
group-1;very dry;moist;moist,0.0,0.0,0.0,0.0
group-1;very dry;moist;wet,0.0,0.0,0.0,0.0
group-1;very dry;moist;very wet,0.0,0.0,0.0,0.0
group-1;very dry;wet;very dry,0.0,0.0,0.0,0.0
group-1;very dry;wet;dry,0.0,0.0,0.0,0.0
group-1;very dry;wet;moderate,0.0,0.0,0.0,0.0
group-1;very dry;wet;moist,0.0,0.0,0.0,0.0
group-1;very dry;wet;wet,0.0,0.0,0.0,0.0
group-1;very dry;wet;very wet,0.0,0.0,0.0,0.0
group-1;very dry;very wet;very dry,0.0,0.0,0.0,0.0
group-1;very dry;very wet;dry,0.0,0.0,0.0,0.0
group-1;very dry;very wet;moderate,0.0,0.0,0.0,0.0
group-1;very dry;very wet;moist,0.0,0.0,0.0,0.0
group-1;very dry;very wet;wet,0.0,0.0,0.0,0.0
group-1;very dry;very wet;very wet,0.0,0.0,0.0,0.0
group-1;dry;very dry;very dry,0.0,0.0,0.0,0.0
group-1;dry;very dry;dry,0.0,0.0,0.0,0.0
group-1;dry;very dry;moderate,0.0,0.0,0.0,0.0
group-1;dry;very dry;moist,0.0,0.0,0.0,0.0
group-1;dry;very dry;wet,0.0,0.0,0.0,0.0
group-1;dry;very dry;very wet,0.0,0.0,0.0,0.0
group-1;dry;dry;very dry,0.0,0.0,0.0,0.0
group-1;dry;dry;dry,0.0,0.0,0.0,0.0
group-1;dry;dry;moderate,0.0,0.0,0.0,0.0
group-1;dry;dry;moist,0.0,0.0,0.0,0.0
group-1;dry;dry;wet,0.0,0.0,0.0,0.0
group-1;dry;dry;very wet,0.0,0.0,0.0,0.0
group-1;dry;moderate;very dry,0.0,0.0,0.0,0.0
group-1;dry;moderate;dry,0.0,0.0,0.0,0.0
group-1;dry;moderate;moderate,0.0,0.0,0.0,0.0
group-1;dry;moderate;moist,0.0,0.0,0.0,0.0
group-1;dry;moderate;wet,0.0,0.0,0.0,0.0
group-1;dry;moderate;very wet,0.0,0.0,0.0,0.0
group-1;dry;moist;very dry,0.0,0.0,0.0,0.0
group-1;dry;moist;dry,0.0,0.0,0.0,0.0
group-1;dry;moist;moderate,0.0,0.0,0.0,0.0
group-1;dry;moist;moist,0.0,0.0,0.0,0.0
group-1;dry;moist;wet,0.0,0.0,0.0,0.0
group-1;dry;moist;very wet,0.0,0.0,0.0,0.0
group-1;dry;wet;very dry,0.0,0.0,0.0,0.0
group-1;dry;wet;dry,0.0,0.0,0.0,0.0
group-1;dry;wet;moderate,0.0,0.0,0.0,0.0
group-1;dry;wet;moist,0.0,0.0,0.0,0.0
group-1;dry;wet;wet,0.0,0.0,0.0,0.0
group-1;dry;wet;very wet,0.0,0.0,0.0,0.0
group-1;dry;very wet;very dry,0.0,0.0,0.0,0.0
group-1;dry;very wet;dry,0.0,0.0,0.0,0.0
group-1;dry;very wet;moderate,0.0,0.0,0.0,0.0
group-1;dry;very wet;moist,0.0,0.0,0.0,0.0
group-1;dry;very wet;wet,0.0,0.0,0.0,0.0
group-1;dry;very wet;very wet,0.0,0.0,0.0,0.0
group-1;moderate;very dry;very dry,0.0,0.0,0.0,0.0
group-1;moderate;very dry;dry,0.0,0.0,0.0,0.0
group-1;moderate;very dry;moderate,0.0,0.0,0.0,0.0
group-1;moderate;very dry;moist,0.0,0.0,0.0,0.0
group-1;moderate;very dry;wet,0.0,0.0,0.0,0.0
group-1;moderate;very dry;very wet,0.0,0.0,0.0,0.0
group-1;moderate;dry;very dry,0.0,0.0,0.0,0.0
group-1;moderate;dry;dry,0.0,0.0,0.0,0.0
group-1;moderate;dry;moderate,0.0,0.0,0.0,0.0
group-1;moderate;dry;moist,0.0,0.0,0.0,0.0
group-1;moderate;dry;wet,0.0,0.0,0.0,0.0
group-1;moderate;dry;very wet,0.0,0.0,0.0,0.0
group-1;moderate;moderate;very dry,0.0,0.0,0.0,0.0
group-1;moderate;moderate;dry,0.0,0.0,0.0,0.0
group-1;moderate;moderate;moderate,0.0,0.0,0.0,0.0
group-1;moderate;moderate;moist,0.0,0.0,0.0,0.0
group-1;moderate;moderate;wet,0.0,0.0,0.0,0.0
group-1;moderate;moderate;very wet,0.0,0.0,0.0,0.0
group-1;moderate;moist;very dry,0.0,0.0,0.0,0.0
group-1;moderate;moist;dry,0.0,0.0,0.0,0.0
group-1;moderate;moist;moderate,0.0,0.0,0.0,0.0
group-1;moderate;moist;moist,0.0,0.0,0.0,0.0
group-1;moderate;moist;wet,0.0,0.0,0.0,0.0
group-1;moderate;moist;very wet,0.0,0.0,0.0,0.0
group-1;moderate;wet;very dry,0.0,0.0,0.0,0.0
group-1;moderate;wet;dry,0.0,0.0,0.0,0.0
group-1;moderate;wet;moderate,0.0,0.0,0.0,0.0
group-1;moderate;wet;moist,0.0,0.0,0.0,0.0
group-1;moderate;wet;wet,0.0,0.0,0.0,0.0
group-1;moderate;wet;very wet,0.0,0.0,0.0,0.0
group-1;moderate;very wet;very dry,0.0,0.0,0.0,0.0
group-1;moderate;very wet;dry,0.0,0.0,0.0,0.0
group-1;moderate;very wet;moderate,0.0,0.0,0.0,0.0
group-1;moderate;very wet;moist,0.0,0.0,0.0,0.0
group-1;moderate;very wet;wet,0.0,0.0,0.0,0.0
group-1;moderate;very wet;very wet,0.0,0.0,0.0,0.0
group-1;moist;very dry;very dry,0.0,0.0,0.0,0.0
group-1;moist;very dry;dry,0.0,0.0,0.0,0.0
group-1;moist;very dry;moderate,0.0,0.0,0.0,0.0
group-1;moist;very dry;moist,0.0,0.0,0.0,0.0
group-1;moist;very dry;wet,0.0,0.0,0.0,0.0
group-1;moist;very dry;very wet,0.0,0.0,0.0,0.0
group-1;moist;dry;very dry,0.0,0.0,0.0,0.0
group-1;moist;dry;dry,0.0,0.0,0.0,0.0
group-1;moist;dry;moderate,0.0,0.0,0.0,0.0
group-1;moist;dry;moist,0.0,0.0,0.0,0.0
group-1;moist;dry;wet,0.0,0.0,0.0,0.0
group-1;moist;dry;very wet,0.0,0.0,0.0,0.0
group-1;moist;moderate;very dry,0.0,0.0,0.0,0.0
group-1;moist;moderate;dry,0.0,0.0,0.0,0.0
group-1;moist;moderate;moderate,0.0,0.0,0.0,0.0
group-1;moist;moderate;moist,0.0,0.0,0.0,0.0
group-1;moist;moderate;wet,0.0,0.0,0.0,0.0
group-1;moist;moderate;very wet,0.0,0.0,0.0,0.0
group-1;moist;moist;very dry,0.0,0.0,0.0,0.0
group-1;moist;moist;dry,0.0,0.0,0.0,0.0
group-1;moist;moist;moderate,0.0,0.0,0.0,0.0
group-1;moist;moist;moist,0.0,0.0,0.0,0.0
group-1;moist;moist;wet,0.0,0.0,0.0,0.0
group-1;moist;moist;very wet,0.0,0.0,0.0,0.0
group-1;moist;wet;very dry,0.0,0.0,0.0,0.0
group-1;moist;wet;dry,0.0,0.0,0.0,0.0
group-1;moist;wet;moderate,0.0,0.0,0.0,0.0
group-1;moist;wet;moist,0.0,0.0,0.0,0.0
group-1;moist;wet;wet,0.0,0.0,0.0,0.0
group-1;moist;wet;very wet,0.0,0.0,0.0,0.0
group-1;moist;very wet;very dry,0.0,0.0,0.0,0.0
